,event,ts
0,start_schema_check,1680757773.5382311
1,end_schema_check,1680757773.5516157
2,adding 1/10000,1680757773.5516646
3,added 1/10000,1680757773.560797
4,adding 1001/10000,1680757781.4335637
5,added 1001/10000,1680757781.4413378
6,adding 2001/10000,1680757789.2845612
7,added 2001/10000,1680757789.2917767
8,adding 3001/10000,1680757797.0995126
9,added 3001/10000,1680757797.1078389
10,adding 4001/10000,1680757805.1480207
11,added 4001/10000,1680757805.1559806
12,adding 5001/10000,1680757813.2223523
13,added 5001/10000,1680757813.230735
14,adding 6001/10000,1680757821.131232
15,added 6001/10000,1680757821.1401482
16,adding 7001/10000,1680757829.3116188
17,added 7001/10000,1680757829.3186374
18,adding 8001/10000,1680757837.4276876
19,added 8001/10000,1680757837.4365194
20,adding 9001/10000,1680757845.2276719
21,added 9001/10000,1680757845.2355897
22,done all 10000,1680757853.2147126
23,import verified 10000,1680757853.2385
