,event,ts
0,start train,1680757173.7350297
1,before query,1680757173.735036
2,query errors,1680757173.7530696
3,before query,1680757173.7531254
4,query errors,1680757173.7691398
5,before query,1680757173.769203
6,query errors,1680757173.7831254
7,before query,1680757173.7831929
8,query errors,1680757173.79659
9,before query,1680757173.7966516
10,query errors,1680757173.8099046
11,before query,1680757173.8099594
12,query errors,1680757173.8228598
13,end train,1680757173.8229282
